id,cloud provider,Total Ram,Total CPU,Total Disk Space (GB),Cpu Utilization,Network Latency (milliseconds),Cost per Day ($),Average IOPS,classification
fdec5738-ff27-41a6-9750-70ee2ce8c878,On-prem,32,16,16,65.41,291,81.12,940,overutilized
1837c475-7226-4fa4-99f7-c0afdcab6e69,AWS,64,16,32,74.34,73,166.73,1375,optimal
561f4309-acad-447a-b06f-d681c83e797c,AWS,2,1,8,78.34,58,10.16,884,optimal
e052772c-2815-4be2-9117-61440792344a,GCP,16,8,16,94.91,125,52.75,950,overutilized
e2985eb9-368d-4bdf-abbf-9d7135987ca7,AWS,64,16,32,78.13,64,166.7,1788,overutilized
d46693c4-a720-4fb5-8b0c-5c3c516cc972,AWS,32,16,16,49.16,53,101.53,1033,underutilized
4bf8896d-d02e-49fa-8650-fe4f640f180e,GCP,16,8,16,50.65,42,52.57,1047,underutilized
380a8e3b-022b-4017-b888-77824dcbb1ae,GCP,4,2,8,41.1,46,16.21,778,underutilized
0d920a49-3ef1-4fae-a937-b9be009ba756,AWS,1,1,8,62.13,46,8.15,796,optimal
dd6a3763-b0a0-4f6a-8b39-b10cfbbf8aff,AWS,4,1,8,97.98,97,14.23,863,overutilized
20e608a1-06f6-46ec-8c94-7d0644611a2b,GCP,4,1,8,80.65,110,14.14,725,overutilized
c02a8e28-44f5-4b2b-8915-2a5560accd9f,On-prem,32,16,16,66.41,299,80.85,941,overutilized
1829c4d6-854e-4562-bdcd-c2cd786d6289,AWS,64,16,32,89.16,104,165.94,1623,overutilized
2c478a61-8fee-4dab-b3b6-f0b58d68c7c9,On-prem,2,1,8,78.39,246,8.12,940,optimal
35c82cf9-b193-4772-ac0d-2080c5077b1f,AWS,2,1,8,75.77,148,10.17,898,overutilized
911f3466-2508-4c05-99aa-36d546e86b03,AWS,4,1,8,94.91,107,14.24,708,overutilized
9ce726e2-bf1a-4bee-8967-5e8fdf3248f3,On-prem,1,1,8,54.34,126,6.5,735,underutilized
f12b9207-2b53-407c-b00f-34d827d332e5,On-prem,4,2,8,60.69,118,13.01,975,optimal
07763256-725f-44ce-bdc5-7c527e50e5a9,AWS,64,16,32,57.62,104,165.92,1588,underutilized
8e10ce12-34ba-4193-84d6-2cc2ab48c3f1,AWS,16,4,16,64.22,75,44.74,848,optimal
59b6d5fe-e5c7-451b-bf87-660ead108c69,GCP,16,4,16,43.08,79,44.72,1091,underutilized
dae83844-d2fe-4b06-9f5a-dfd3224de5eb,GCP,16,4,16,43.7,43,44.78,888,underutilized
adcde958-e503-4efe-9172-dfce51ae5f59,AWS,2,1,8,77.26,142,10.1,834,overutilized
9d2e9631-c1f4-4ac1-9dea-814f17ad9b3b,On-prem,32,16,16,87.24,264,80.9,948,overutilized
1e3b8cad-2cce-4065-b635-7b1985428d47,On-prem,32,16,16,42.97,190,81.46,1343,underutilized
5479076e-2c04-4fed-89bd-b8015614758f,AWS,1,1,8,48.17,122,8.15,952,underutilized
02b311ce-885f-4346-b9b4-52b71de70ae4,GCP,4,1,8,62.7,59,14.22,849,optimal
41eb6299-259c-480b-83de-b149fcde0b12,AWS,2,1,8,52.67,96,10.2,745,underutilized
b3399b36-bd7f-4cef-8f76-bb9e86b357b1,GCP,64,16,32,85.32,50,166.24,1223,overutilized
32558ab2-3f88-4d01-8cee-134723dc581f,AWS,2,1,8,66.67,144,10.12,667,overutilized
8ae307e8-6333-47fe-aecd-cee566e1bd00,GCP,16,4,16,55.75,112,44.53,1041,underutilized
91d65060-6882-4e5d-ac96-eade248d3852,GCP,1,1,8,41.38,143,8.12,820,overutilized
b2787909-b972-4b9e-aabb-fa357ee9ce01,GCP,8,2,8,83.72,79,24.38,1043,overutilized
ad61db7e-5075-4695-a323-813f281c7271,AWS,8,1,8,83.15,146,22.36,875,overutilized
75910da6-8f1b-43d9-a4d5-9f1a4276526f,GCP,8,2,8,86.5,56,24.37,768,overutilized
f012d621-3a3a-42a6-b3a3-02fe8726313a,AWS,1,1,8,71.64,146,8.15,779,overutilized
5903e240-0dbc-4ba6-b24c-d31c2d0d0c6f,AWS,8,2,8,72.83,129,24.3,982,optimal
c0569978-7e3f-4c7d-bef3-f6451a6ca738,AWS,16,4,16,85.59,104,44.61,983,overutilized
ab90d417-14a0-473d-ab8f-b98126865e95,AWS,1,1,8,53.21,101,8.09,828,underutilized
e64b2bf0-839b-4d1c-a7ca-5f330791eb71,AWS,4,1,8,80.8,67,14.28,989,overutilized
3113e44b-f8bb-4417-8a56-b4d063d29648,AWS,1,1,8,88.84,73,8.11,780,overutilized
3d50a572-a7f0-4a21-b1aa-96a03d8dd017,AWS,64,16,32,56.81,112,166.68,1447,underutilized
1d12e3ef-e110-4398-b223-5bf25d6d23fd,AWS,1,1,8,75.16,113,8.09,820,optimal
77015ec8-e8c1-4c64-9867-aca51c324e4c,On-prem,2,1,8,76.51,90,8.16,817,optimal
70a5322b-5bf2-4359-9ec7-e293e7847e7b,AWS,16,4,16,50.8,67,44.73,985,underutilized
f84379c2-fd62-4db7-9d2b-ed542abb6458,AWS,4,2,8,72.67,71,16.25,909,optimal
ff5f9b70-6435-4dd6-adc5-84437446fd3a,AWS,8,1,8,91.28,128,22.3,1043,overutilized
45f45f4e-966b-47d0-9798-1b976092a468,AWS,8,1,8,82.26,56,22.24,1017,overutilized
09e59ecf-cf2e-4a22-8f65-4617837a39f7,GCP,64,16,32,42.19,64,165.66,1293,underutilized
b5afdae0-a8d0-4192-9560-0a6bf8058668,AWS,32,16,16,55.29,91,101.64,1156,underutilized
dbc52a68-dd3a-4aec-b69b-1ba796b08d8b,AWS,8,2,8,42.42,145,24.33,877,overutilized
f0210240-8f49-48e9-8a2d-2d390c694535,AWS,64,16,32,91.08,112,166.06,1410,overutilized
bfc7d4a3-acaf-4604-8195-0a99babc34cb,AWS,16,8,16,53.03,72,52.72,1152,underutilized
6d31b62c-e6fb-43b4-8f0e-758b6a72e43e,On-prem,2,1,8,62.27,89,8.11,908,optimal
09e7341e-cfc3-41d8-9599-e30b74de3fb1,AWS,64,16,32,57.68,78,166.85,1657,underutilized
d3af80c3-fec2-4bf7-a5ab-5886e99e60da,AWS,32,16,16,94.22,41,101.74,1049,overutilized
f2d0fb59-d928-4edf-83a0-9a5c2f7fd9bd,AWS,2,1,8,41.1,99,10.16,714,underutilized
010fbe5d-2d6c-4b7a-a4e6-88223d314c3e,AWS,16,4,16,43.04,58,44.6,821,underutilized
da72eb9c-8438-4531-8e0f-632eb4b497d2,On-prem,2,1,8,67.41,205,8.1,969,optimal
1ce552ff-26e9-4606-9a6e-cc01e03ed69a,On-prem,16,8,16,92.71,166,42.41,1112,overutilized
110cbb48-9a85-4881-a3d2-2818c9c762fe,GCP,16,4,16,61.06,115,44.54,1104,optimal
7b48be2b-f897-46cb-9e4d-65f1a67862a9,GCP,64,16,32,48.46,130,165.88,1295,underutilized
6a2e37c3-0d10-4766-88bd-3fe7752870c6,On-prem,4,1,8,86.71,229,11.39,892,overutilized
4a24d6d5-b868-4533-a49b-9aba056a253a,On-prem,1,1,8,43.37,225,6.49,676,underutilized
9f757161-0476-4595-945c-42110fd5949d,AWS,32,16,16,48.58,143,101.87,1018,overutilized
136783dd-de44-4e71-bd83-28450d4cfc4e,On-prem,2,1,8,86.94,279,8.09,885,overutilized
1d24e131-98c1-4d87-b7a0-d394f2b5e3ae,AWS,64,16,32,48.44,50,166.93,1515,underutilized
2b3afe02-ae43-45f4-a489-c2aa614fd03f,GCP,64,16,32,56.5,145,165.66,1208,overutilized
7ab6a23f-bff8-45b7-a08f-ad7dfeafc862,GCP,32,16,16,85.03,99,101.67,1011,overutilized
affe99ff-ad10-4de0-9850-d1d1a60a3860,GCP,2,1,8,46.13,116,10.18,689,underutilized
6e5d3ce4-8b11-45b9-bede-cab3f1fb0012,AWS,1,1,8,54.16,126,8.14,822,underutilized
40d4dda0-c36a-473c-b031-72422ff09793,GCP,1,1,8,82.88,119,8.16,693,overutilized
23f5fc5f-efe4-4dca-9631-0964338396f5,GCP,32,16,16,95.93,99,101.16,1105,overutilized
393ec55a-74ee-4982-bea6-da0ce6e6b291,AWS,16,4,16,48.58,96,44.48,810,underutilized
0f58ded4-ad46-43cc-b303-bba7cd0aa6b3,On-prem,2,1,8,57.28,87,8.08,815,underutilized
2c19d7e3-e6cd-4058-85c2-8be786968a88,On-prem,4,2,8,41.7,188,13.04,710,underutilized
526caaff-d361-4575-b182-200668c08c73,GCP,32,16,16,74.31,139,101.96,1329,optimal
038ba182-c134-48e7-89d7-82dcf8a3001b,AWS,1,1,8,45.17,64,8.1,914,underutilized
99ba19da-6a6e-4f3e-ab01-2928d4d21247,GCP,64,16,32,73.42,129,166.87,1424,optimal
07732f27-bac5-46c0-9da8-606028279381,On-prem,2,1,8,89.52,164,8.09,798,overutilized
493be683-036f-4e18-be1e-3c3fe73681bd,AWS,2,1,8,88.6,74,10.13,684,overutilized
cbeb8172-9677-4ff7-9390-18bed28a724c,AWS,32,16,16,96.39,102,101.13,1267,overutilized
b30c9b49-ef62-48df-93cf-56bd5a103afc,On-prem,4,2,8,93.85,80,12.97,837,overutilized
1c52445c-1f09-4497-8816-3611a3d17c68,On-prem,4,1,8,93.06,109,11.36,709,overutilized
4a5e8faf-aee0-475b-8830-b6c233498e02,AWS,8,2,8,71.25,127,24.41,1008,optimal
0f0858bb-a623-4af9-adbc-297c53adf52b,AWS,1,1,8,90.61,126,8.15,749,overutilized
5b2bf002-54b3-4dcb-a4d2-1510494da295,AWS,16,8,16,81.14,55,52.94,1029,overutilized
0dd59403-f051-4cef-a236-190784f4ec58,GCP,1,1,8,96.82,78,8.14,723,overutilized
ec2e9d0e-f683-48ac-9890-d7f735706d92,AWS,1,1,8,94.44,51,8.15,859,overutilized
9024bc4e-8ecc-404e-a31d-008eab689b57,AWS,16,8,16,97.14,61,52.91,893,overutilized
f9d32c02-7a49-405e-8f6f-7ccc301463f5,AWS,1,1,8,62.44,138,8.13,826,optimal
db1ba9a1-b934-4687-9b3c-89bc1065d8b7,AWS,16,4,16,84.37,40,44.83,1026,overutilized
168384b0-42e5-48b1-a3df-d81a8702f60f,On-prem,4,2,8,66.65,262,13.02,987,optimal
80759ad9-9f84-4bfe-8229-b2d4ac8b48ed,GCP,16,4,16,72.07,108,44.81,892,optimal
3ff1a824-7b3b-4934-9fd7-fdcd13aa239d,On-prem,8,2,8,41.25,57,19.58,1044,underutilized
87e118fb-6960-46aa-a69e-5c57ce38743a,On-prem,16,8,16,75.61,111,42.32,1047,optimal
4e756491-9a0a-40c5-a9b5-0aaf6aec8d2e,AWS,2,1,8,67.46,87,10.17,735,optimal
8d5eb220-36d6-48a9-8cb9-8135628db7c0,AWS,8,1,8,50.23,50,22.31,859,underutilized
01b21cee-d82b-4d8b-ad33-1d95dab147b3,AWS,16,4,16,88.45,107,44.81,997,overutilized
d9bdf4e0-5a2e-4b37-b4c1-67ec7e3b6339,On-prem,1,1,8,58.12,287,6.53,840,overutilized
aa8b0a42-6c47-4c16-af98-a0afaa3102cc,AWS,32,16,16,60.35,140,101.06,1253,optimal
f7dda998-cb75-41a8-8273-a238f9b4220a,GCP,2,1,8,62.87,43,10.15,933,optimal
31ced0cc-d7c4-4eba-b298-fba83e74b177,AWS,32,16,16,42.53,88,101.57,1273,underutilized
8aec4dad-e1cf-428e-936e-53ed0c560c8e,GCP,2,1,8,88.04,57,10.12,824,overutilized
95f34a4c-4c0d-48f0-b5d7-24ceb5862b8e,AWS,32,16,16,77.94,50,101.65,927,optimal
5d343e64-3181-483b-bb69-0ea7d45accb1,AWS,8,2,8,91.48,55,24.28,803,overutilized
0b642909-7764-4e87-b045-603c6a4243f7,GCP,1,1,8,49.79,95,8.15,953,underutilized
a3a3c350-b24a-4938-8e68-da8faa1fd2cd,AWS,4,2,8,80.99,80,16.23,980,overutilized
4b6890db-445c-424a-a210-75d45fd2d286,GCP,1,1,8,85.68,98,8.13,937,overutilized
693b5514-b164-4f48-9207-7c2b085f9866,AWS,64,16,32,68.51,103,167,1269,optimal
6caf328e-764b-4470-93d6-168a230fa10c,AWS,4,1,8,47.74,73,14.2,851,underutilized
35401430-0dc1-4f25-af88-171450d4a937,On-prem,4,2,8,71.36,254,12.96,963,optimal
8dcfd212-f669-457d-8e71-2d36d87bc20e,AWS,8,2,8,57.91,63,24.44,968,underutilized
604e013d-d87c-4b56-a39b-402375e124b1,AWS,2,1,8,87.89,117,10.18,889,overutilized
547b84b4-7462-4e83-a844-3a78d4025b8a,AWS,16,8,16,91.17,132,53.02,890,overutilized
eade98eb-3f36-4289-b9da-733aaca4aeec,AWS,8,1,8,52.48,80,22.34,946,underutilized
c67c3ac3-2e6e-42ca-97df-2b0a0e9ddf17,AWS,1,1,8,56.33,100,8.14,651,underutilized
2778ca2b-1e97-4a0b-bc8f-5d664ad1078f,GCP,4,2,8,51.05,127,16.17,972,underutilized
deaf8b95-b830-4d8d-a4ad-df77b9eb1671,GCP,8,1,8,97.5,76,22.42,1003,overutilized
b9a6dc91-19c0-471d-b5b5-ee6e1c0bbb21,AWS,64,16,32,67.58,130,166.21,1588,optimal
96aacc18-0a2c-4bee-8f40-9ab84b0af3a9,AWS,16,8,16,75.51,147,53.04,1150,overutilized
9d0238c9-aecd-43de-9f70-29d9d99d466c,AWS,4,2,8,53.74,40,16.2,670,underutilized
7b8dff61-f562-4efc-b0b6-1d1631272d09,AWS,4,2,8,71.05,56,16.3,934,optimal
246eb0cf-daa5-491c-a92c-cfb232906dcd,AWS,2,1,8,46.6,91,10.12,763,underutilized
b7239aaa-aba6-4101-8f62-175f1f23e422,AWS,1,1,8,96.4,50,8.16,683,overutilized
7df1e072-ed40-47a5-86ba-22ff75d200ad,GCP,4,2,8,56.64,104,16.17,952,underutilized
e96d5427-6d65-4f94-83fe-5f250c753721,AWS,16,8,16,43.59,131,52.94,957,underutilized
b2d42091-5dc4-4d13-bc5e-6baf431c8670,GCP,32,16,16,51.73,115,101.94,949,underutilized
d5dcadda-756a-492d-a568-f9f1490f6f28,AWS,64,16,32,51.69,136,165.82,1468,underutilized
a95c7418-546c-4216-89ee-a7d3c21c6701,GCP,16,8,16,88.45,146,52.9,1087,overutilized
9a18f17e-409e-417b-8cbb-2f4847d3e3aa,On-prem,8,2,8,64.33,273,19.46,731,optimal
6d743445-3d3a-4ad3-987d-92ab697c518f,On-prem,8,2,8,93.34,244,19.57,823,overutilized
979c5851-88a3-4acb-91cd-e17216d5dc41,AWS,2,1,8,56.28,138,10.1,683,underutilized
abd0e6e7-6827-453d-a28a-7faf16eaf5fe,AWS,32,16,16,48.83,91,101.67,1371,underutilized
3cc227ba-d47d-4799-afe8-ed7d2e3e689a,GCP,2,1,8,48.96,119,10.16,847,underutilized
b56e4d04-4c03-4449-a00c-28f0a2f164ce,GCP,16,4,16,75.77,116,44.54,1127,optimal
fbfb7ea6-1512-463b-a563-78db7a365c17,AWS,64,16,32,71.81,88,166.89,1794,overutilized
b509ed67-dec0-4901-aa51-b1872ff9b1c6,On-prem,8,2,8,88.97,254,19.54,739,overutilized
7c28d0b3-2d0e-4cb5-9d89-26cd16d6af7a,On-prem,2,1,8,79.52,242,8.13,756,optimal
393f967b-a265-46d8-a64b-388441d211ab,AWS,16,4,16,58.63,71,44.84,1146,underutilized
a449ebde-57ac-4384-a5a1-d42f60898bf3,GCP,16,4,16,60.24,126,44.53,1155,optimal
38f3c9c3-b9cc-42e0-8d4e-3a270474003e,On-prem,16,4,16,65.8,164,35.9,1093,optimal
12cdfec3-6ddf-4899-923b-2501834b1746,AWS,4,2,8,76.34,141,16.2,734,overutilized
fb57d126-4e6e-4f80-83f7-b8b7eacb05e0,GCP,32,16,16,69.45,145,101.08,1016,overutilized
5e36eb11-b2d0-4e80-9277-b37989e0f31e,AWS,64,16,32,79.16,119,166.14,1296,optimal
7632becd-a4fb-43ae-8d4c-5c92d7514804,AWS,2,1,8,56.91,42,10.14,758,underutilized
56d68806-0abe-438b-9ac3-529f89f47187,AWS,64,16,32,89.49,141,166.43,1717,overutilized
c9859146-814c-4db1-a93c-163029d13b24,AWS,32,16,16,73.22,136,101.7,1164,optimal
e22f2917-b908-4b58-ba92-1d55db9c1274,GCP,32,16,16,40.19,111,101.07,1223,underutilized
f8ae85dd-d514-4b42-a847-a119e7d64ae4,GCP,2,1,8,55.19,108,10.19,717,underutilized
ca430676-9899-4656-acd8-3d8d2e07a3ca,GCP,8,1,8,80.14,132,22.35,938,overutilized
6a382028-536e-498a-847e-ce74755d240c,On-prem,64,16,32,41.92,250,133.74,1525,underutilized
29b45c5f-3fca-4699-b63e-803f2db7725f,AWS,32,16,16,93.35,93,101.88,1272,overutilized
a954d8cb-40d4-4b68-941a-a8126a21d029,GCP,4,1,8,84.91,53,14.24,951,overutilized
f879b79e-945e-4126-be1f-b122872a2c47,AWS,4,1,8,70.67,66,14.17,805,optimal
ad995440-647c-4bba-b983-e375947a18c4,AWS,8,1,8,90.63,125,22.32,855,overutilized
559e1414-6e22-4ad9-944a-b7dcad75eb70,AWS,64,16,32,53.54,84,166.19,1608,underutilized
8733e1e6-a3ec-4ee3-aa30-56f89a570284,On-prem,16,8,16,49.77,169,42.35,992,underutilized
1aebe240-acbb-4dd4-9752-1e1af875729f,AWS,4,2,8,66.39,45,16.17,992,optimal
d573561a-f39f-42f2-9bce-d038af4a189b,AWS,64,16,32,90.81,60,165.93,1741,overutilized
f4ddeb70-b970-483e-8fca-fdbdbe396bca,AWS,8,1,8,40.71,132,22.24,716,underutilized
3cafe187-88aa-4776-b16b-1de7caabbe71,AWS,8,2,8,60.41,150,24.34,891,overutilized
7936f35c-9357-4930-b78e-76ee266c1c74,AWS,8,2,8,51.04,100,24.36,1018,underutilized
22c4e00e-2589-4cd7-bf34-a2b98559eb56,On-prem,2,1,8,70.76,138,8.11,898,optimal
da4d5b87-75fa-4f3b-b9f0-92210d708639,AWS,2,1,8,69.28,110,10.17,735,optimal
7f0d85d8-24c6-4e35-b275-c0590040a947,AWS,8,1,8,46.53,105,22.39,922,underutilized
d2050abb-51c0-44b7-8de0-c00d7a72ddaf,AWS,64,16,32,67.95,67,166.97,1768,overutilized
811e2d35-2899-4347-8785-e3e620c0ab29,AWS,64,16,32,49.88,86,167.12,1254,underutilized
f8423f7a-b0b6-4df1-8989-adc3be4c8fe2,AWS,4,2,8,86.78,129,16.26,713,overutilized
e7e0b28f-b1a2-4bb4-8493-e9179bcd9c2c,AWS,4,2,8,89.82,145,16.31,905,overutilized
458637b3-a220-4c86-a492-3e41541f9adb,GCP,64,16,32,87.22,126,166.42,1785,overutilized
60f55761-1dce-4cbe-9331-760d60c90d86,AWS,2,1,8,89.23,81,10.13,879,overutilized
9c087e6a-97b4-4567-b3f8-41aca9f63963,On-prem,2,1,8,95.14,166,8.12,927,overutilized
21baa896-b8f1-4974-a569-df4aa9306452,On-prem,16,8,16,67.99,60,42.12,1113,optimal
6b19bde7-ee70-4ac7-bbc0-1e915f3da67e,On-prem,32,16,16,46.73,244,81.12,1107,underutilized
e69ef4ad-c32a-4878-bbdb-05bbc8e48765,On-prem,4,1,8,76.48,133,11.41,883,optimal
6f0f4107-6134-4141-b84b-b021d2a92d2d,On-prem,64,16,32,93.79,58,133.45,1523,overutilized
0886462e-ca5e-420a-b591-34539ee81412,AWS,64,16,32,70.72,75,167.14,1421,optimal
68fe1382-9e46-41d7-a63a-f61bab57ca41,AWS,64,16,32,78.87,127,166.13,1748,overutilized
0288c036-411a-4d8c-a28f-1e1c61dec863,On-prem,8,1,8,60.09,267,17.9,889,optimal
8e242305-e949-4080-b945-d67cd280b64f,AWS,4,2,8,76.35,80,16.27,705,optimal
d5a6561c-1da5-4bed-8b20-835452bc242b,GCP,8,1,8,53.74,117,22.29,787,underutilized
b1f22a77-f032-45f0-9163-0b824199c671,On-prem,16,8,16,55.45,80,42.23,967,underutilized
3d0c6faa-d6f8-46a0-95af-57258b9d2678,GCP,8,2,8,48.77,127,24.43,874,underutilized
d8418aa5-c36c-4c99-a47e-5b7237296c51,AWS,16,8,16,51.65,65,52.59,881,underutilized
b89d3b65-89f3-49ea-9c3f-66f4236ede43,AWS,1,1,8,47.78,73,8.13,934,underutilized
993cb446-3a6b-4f2b-880e-f1dede582050,AWS,8,2,8,47.83,58,24.25,955,underutilized
d40eeb38-0662-49f3-a54f-732372b48664,GCP,1,1,8,52.75,126,8.1,887,underutilized
f3dd61e3-655f-4cc9-9c5b-feade308614a,GCP,16,4,16,55.94,53,44.84,868,underutilized
e4c32002-f09c-4ad1-adc1-27a75662a220,AWS,2,1,8,66.37,126,10.14,819,optimal
a9e1e906-2bc8-43f0-9dab-450a17c15003,AWS,1,1,8,47.79,81,8.1,908,underutilized
1c197567-3df4-443e-99b6-be3ad46651fd,On-prem,2,1,8,71.02,262,8.1,935,optimal
c5ca233f-2af9-4aef-b5cd-17876e24a673,GCP,64,16,32,54.56,90,166.01,1296,underutilized
e68dd6d0-8650-4fd9-a220-78f256296a43,On-prem,1,1,8,48.63,92,6.51,920,underutilized
d9aeb592-8138-4339-9a66-45c7effdda20,GCP,1,1,8,65.77,43,8.1,915,optimal
7fc485e7-72cb-4c6d-9194-b6e148bf091d,GCP,32,16,16,51.56,78,101.25,1292,underutilized
4956c908-1771-4ec4-98f3-6aa2b5169dd9,GCP,64,16,32,88.96,87,166.22,1639,overutilized
04148888-8868-4f02-a222-5dbf8b41e418,GCP,64,16,32,85.12,51,166.77,1687,overutilized
b7c37da2-09ed-4034-b9c7-747db4ddc431,GCP,64,16,32,70.9,44,166.83,1546,optimal
37d5b23b-68e1-479f-b6bb-dda9985654a8,AWS,4,1,8,42.19,110,14.22,929,underutilized
25d5b5da-137b-438e-b472-91d05d1f43ef,On-prem,16,4,16,78.48,265,35.68,985,optimal
bc01d660-6b8c-4190-9246-ca9fa6fda147,On-prem,2,1,8,65.25,171,8.15,855,optimal
c5ccdd77-9847-435d-830f-6010b815b15b,AWS,32,16,16,54.11,75,101.69,1084,underutilized
b5efa67c-c3d6-4fd5-8064-636b48362e9e,AWS,2,1,8,59.12,85,10.19,970,underutilized
21b0b10c-8b19-4091-8e3b-1a4b15bb2ea7,GCP,64,16,32,71.68,86,167.04,1722,overutilized
2054fcb0-77f4-4d9d-9ce8-9a4c6ce4b157,AWS,32,16,16,65.99,45,101.52,1298,optimal
a9f5ec1e-10f1-4962-8052-9d471492011c,AWS,16,4,16,59.83,122,44.67,774,underutilized
c99bd3ab-535d-484e-b915-cc33a0534035,AWS,32,16,16,82.76,40,101.81,1000,overutilized
e8c6c80a-70d7-413d-a2bb-5746c8643b0b,On-prem,4,2,8,91.39,118,12.97,915,overutilized
c75ebc39-28de-4595-ad9a-41f26814f075,GCP,8,2,8,82.93,145,24.46,917,overutilized
be8236cb-bb40-4f5a-b3d9-a063a5cc2fa8,AWS,64,16,32,71.05,41,166.7,1448,optimal
4e77509e-4d08-4435-9d17-dadf75aa96ca,On-prem,2,1,8,41.48,238,8.12,803,underutilized
b3e3f657-07ac-489f-8305-092cd16722d7,On-prem,8,2,8,73.11,101,19.58,763,optimal
7e5b13b5-9dbb-45fd-ae58-4725d5bdc465,AWS,4,2,8,64.5,45,16.32,830,optimal
ca6d73a6-1895-4c3c-b26c-61fcf2fafa1a,AWS,2,1,8,72.33,125,10.13,739,optimal
e31a641d-9af4-4ee1-8ab3-36e10ed628fe,AWS,1,1,8,58.55,40,8.15,896,underutilized
bec82ce4-f270-4054-bea5-ad8735b08972,AWS,4,1,8,85.71,106,14.27,673,overutilized
3fd97d3d-682b-4a12-9537-fbd188200035,AWS,2,1,8,55.58,137,10.19,715,underutilized
c61acc10-2829-4682-a213-1864b4eedd77,AWS,16,4,16,42.82,58,44.68,1092,underutilized
7ff97a0e-b76d-41ee-9c47-1a24dd9d9681,GCP,1,1,8,84.41,133,8.13,808,overutilized
a3dbaccf-66e7-4fae-86e4-fd0bb0c71cf6,GCP,4,1,8,53.21,98,14.2,672,underutilized
2f17ef4e-c06d-438f-b8e1-fa8ff9dd26bb,GCP,64,16,32,95.11,85,166.19,1268,overutilized
2866bb0a-fc0b-409e-ba1f-b036c5db3770,On-prem,32,16,16,86.06,285,81.56,1304,overutilized
c46dd842-a7cc-40d9-a355-e9fb2d35e32e,GCP,16,8,16,89.32,136,52.77,1074,overutilized
ad9ab64e-a3ee-440c-9fdc-f372e63df67e,GCP,16,8,16,50.3,65,52.81,1092,underutilized
46d16fa6-b884-45ee-badf-3dac5f41b05e,AWS,8,1,8,94.36,81,22.22,943,overutilized
1315e69d-e03d-4156-9db2-153f139e3066,On-prem,2,1,8,63.45,95,8.11,849,optimal
2f0d8424-e4ec-43d3-b3d0-e7b34f2bf6a6,GCP,4,1,8,60.44,55,14.26,811,optimal
e1725884-d53d-4f83-8966-8b0850be0c70,GCP,64,16,32,52.27,56,166.98,1520,underutilized
171d7308-a04d-4f2f-92b0-40eeb881e248,AWS,16,8,16,92.24,79,52.75,803,overutilized
71401a64-fc40-4af3-bdfe-9ac56ecbcf1a,On-prem,2,1,8,81.67,101,8.12,666,overutilized
3387fe55-e765-4189-ab08-3a0e7ca4d40d,On-prem,32,16,16,42.58,293,80.95,1219,overutilized
3fef7519-fa94-4753-8b89-1c2409436b2b,GCP,2,1,8,82.23,53,10.17,971,overutilized
7bb28176-125c-4390-98f6-4081adb592f0,GCP,8,2,8,42.66,136,24.26,901,underutilized
0fdfca90-e6e8-4e6c-86d9-44573e8121f8,On-prem,16,4,16,49.13,184,35.88,1091,underutilized
42ba6ede-d7a8-4d80-b35f-bbbe1fb2184a,GCP,4,2,8,60.1,52,16.29,897,optimal
4fc7e308-6a8c-455d-bb77-cb3fd763e61d,AWS,4,1,8,43.37,92,14.25,927,underutilized
b061fbca-1edf-44ab-afda-49e74e58d443,GCP,1,1,8,93.84,148,8.1,930,overutilized
6e4d3248-2bb1-44f7-b2a8-2cb00dfc8200,AWS,8,1,8,61.33,126,22.42,992,optimal
cc1ec3b9-6fd5-4dc3-9d7d-60f128b86ecd,AWS,4,2,8,74.93,136,16.22,983,optimal
cf605642-df5d-40db-9ca1-bfd2c8601b32,GCP,32,16,16,83.14,116,101.41,1029,overutilized
8dbf1897-baaa-45c2-9003-151f980c7186,GCP,16,8,16,64.78,122,52.69,1059,optimal
baee8e6d-4705-4e61-bb70-25ad2663c94c,AWS,16,4,16,96.71,117,44.68,1152,overutilized
a67dc694-4ee6-41d5-be01-e274b45b6ec7,AWS,1,1,8,88.71,119,8.15,810,overutilized
2ee03975-9aab-4d67-84f2-d9b68994793e,AWS,64,16,32,79.01,111,166.38,1212,optimal
f1a15d47-fb8b-423d-ae95-4c69ffdff191,AWS,16,8,16,40.42,150,52.93,1135,overutilized
ba746442-a889-40b3-9e05-61267686780d,AWS,64,16,32,48.9,150,166.65,1594,overutilized
98f5d6ac-3566-41de-81c7-e9af607a7c4a,AWS,2,1,8,76.92,150,10.15,957,overutilized
cb868a85-4e88-4854-ac15-dc141351681a,AWS,2,1,8,72.08,94,10.14,808,optimal
e51b97fc-3033-4a56-8ff8-d9ad32c86462,AWS,16,4,16,60.62,43,44.46,939,optimal
327fadc6-883d-4404-ac1f-b7cc98c57698,On-prem,4,2,8,85.79,273,12.97,842,overutilized
ec0a7cbf-bc98-4397-aa92-bee24702a425,On-prem,64,16,32,56.1,216,133.14,1314,underutilized
92fea7e6-65e7-45f6-bf96-9095865d4c6f,GCP,32,16,16,92.24,102,101.82,1248,overutilized
41c8ccb8-607d-4f12-90cd-96bc82d74c28,AWS,16,4,16,91.81,52,44.68,911,overutilized
4bd00993-51f4-4e04-95a9-918fca92e210,AWS,64,16,32,66.94,101,165.76,1375,optimal
5de841c9-802d-46cb-8e61-d2ad708f8782,GCP,8,2,8,47.8,71,24.29,927,underutilized
